ano_campeonato,data,rodada,estadio,arbitro,publico,publico_max,time_mandante,time_visitante,tecnico_mandante,tecnico_visitante,colocacao_mandante,colocacao_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,idade_media_titular_mandante,idade_media_titular_visitante,gols_mandante,gols_visitante,gols_1_tempo_mandante,gols_1_tempo_visitante,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,chutes_bola_parada_mandante,chutes_bola_parada_visitante,defesas_mandante,defesas_visitante,impedimentos_mandante,impedimentos_visitante,chutes_mandante,chutes_visitante,chutes_fora_mandante,chutes_fora_visitante
2023,2023-07-09,14,Allianz Parque,Ramon Abatti,40229,43713,Palmeiras,Flamengo,Abel Ferreira,Jorge Sampaoli,5,2,7950,7570,28.2,25.8,1,1,1,0,4,7,13,16,16,13,3,3,5,3,11,10,4,3
2023,2023-07-22,16,Allianz Parque,Rafael Rodrigo Klein,39699,43713,Palmeiras,Fortaleza,Abel Ferreira,Juan Pablo Vojvoda,4,9,7245,1235,28,31.5,3,1,1,1,,,,,,,,,,,,,,
2023,2023-04-22,2,Arena Pantanal,Caio Max Augusto Vieira,9267,42968,Cuiabá-MT,RB Bragantino,Ivo Vieira,Pedro Caixinha,15,7,588,2470,28.6,25.1,1,1,0,0,4,5,17,21,21,16,1,2,3,2,14,7,8,4
2023,2023-05-27,8,Arena Pantanal,Denis Ribeiro Serafim,8660,42968,Cuiabá-MT,Coritiba FC,Toni Oliveira,Antônio Carlos Zago,15,20,820,1660,28.7,26.8,1,1,1,0,2,6,8,13,13,8,1,2,0,3,10,8,5,5
2023,2023-06-23,11,Arena Pantanal,Flavio Rodrigues de Souza,13981,42968,Cuiabá-MT,Botafogo,Toni Oliveira,Luís Castro,16,1,930,2250,27.6,28.8,0,1,0,0,6,2,11,13,11,10,2,9,2,2,23,5,8,1
2023,2023-07-08,14,Arena Pantanal,Wagner do Nascimento Magalhães,10149,42968,Cuiabá-MT,EC Bahia,Toni Oliveira,Renato Paiva,14,16,685,2810,28.5,25.1,1,1,1,0,5,5,12,13,13,12,2,5,9,0,10,6,2,1
2023,2023-10-21,28,Arena Pantanal,Anderson Daronco,14956,42968,Cuiabá-MT,Goiás,Toni Oliveira,Armando Evangelista,11,16,975,808,28.2,29.1,1,1,0,1,13,2,13,17,16,11,2,4,4,5,16,10,8,4
2023,2023-10-26,29,Arena Pantanal,André Luiz Skettino Policarpo Bento,36620,42968,Cuiabá-MT,Corinthians,Toni Oliveira,Mano Menezes,12,14,1175,4460,28.3,30.6,0,1,0,0,6,5,11,13,13,10,4,2,2,0,18,9,10,3
2023,2023-11-12,34,Arena Pantanal,Caio Max Augusto Vieira,14728,42968,Cuiabá-MT,Fortaleza,Toni Oliveira,Juan Pablo Vojvoda,9,11,638,935,29.8,31.1,2,1,1,0,2,9,7,15,15,7,2,2,2,2,7,13,3,4
2023,2023-05-23,7,Estádio Joaquim Henrique Nogueira,Savio Pereira Sampaio,15722,40927,Cruzeiro,Cuiabá-MT,Pepa,Luiz Fernando Iubel,5,14,1710,780,28.8,28.3,0,1,0,1,6,2,16,15,14,16,1,8,5,2,15,15,6,9
2023,2023-06-22,11,Estádio Governador Magalhães Pinto,Bruno Arleu de Araújo,28494,61927,Cruzeiro,Fortaleza,Pepa,Juan Pablo Vojvoda,12,10,1910,1220,28.5,30.5,0,1,0,0,5,2,9,12,11,9,1,3,1,7,12,10,5,4
2023,2023-08-20,20,Estádio Governador Magalhães Pinto,Rafael Rodrigo Klein,36202,61927,Cruzeiro,Corinthians,Pepa,Vanderlei Luxemburgo,12,13,2275,3065,28.5,24.8,1,1,1,0,10,3,17,13,13,16,1,7,1,1,19,5,8,2
2023,2023-10-01,25,Estádio Governador Magalhães Pinto,Leandro Pedro Vuaden,44279,61927,Cruzeiro,América-MG,Zé Ricardo,Fabián Bustos,12,19,2305,875,29,29.8,1,1,1,1,9,7,15,10,10,15,6,1,1,1,18,18,8,7
2023,2023-12-01,36,Estádio Governador Magalhães Pinto,Leandro Pedro Vuaden,36696,61927,Cruzeiro,Athletico-PR,Paulo Autuori,Wesley Carvalho,14,8,2155,3340,27.5,28.1,1,1,0,0,2,3,10,13,13,10,2,7,1,1,26,6,13,2
2023,2023-12-07,38,Estádio Governador Magalhães Pinto,Anderson Daronco,44190,61927,Cruzeiro,Palmeiras,Paulo Autuori,Abel Ferreira,14,1,2135,7600,27.1,28,1,1,0,1,3,4,9,19,19,9,4,5,0,0,14,8,7,1
2023,2023-05-27,8,Estádio Jornalista Mário Filho,Luiz Flávio de Oliveira ,65270,78838,Flamengo,Cruzeiro,Jorge Sampaoli,Pepa,7,6,9010,1530,25.1,28.1,1,1,1,1,2,1,12,18,17,11,5,2,5,3,14,18,8,9
2023,2023-07-22,16,Estádio Jornalista Mário Filho,Rodrigo Jose Pereira de Lima,60402,78838,Flamengo,América-MG,Jorge Sampaoli,Vagner Mancini,3,20,8170,1405,28,28.6,1,1,0,0,,,,,,,,,,,,,,
2023,2023-08-13,19,Estádio Jornalista Mário Filho,Rafael Rodrigo Klein,62018,78838,Flamengo,São Paulo,Jorge Sampaoli,Dorival Júnior,4,9,7700,2300,25.9,26.8,1,1,0,1,8,2,13,15,15,13,0,6,3,4,19,8,7,5
2023,2023-11-11,34,Estádio Jornalista Mário Filho,Wilton Sampaio,64399,78838,Flamengo,Fluminense,Tite,Fernando Diniz,3,8,9430,4930,28.4,29.8,1,1,1,0,5,2,13,17,16,10,3,6,3,2,11,13,1,4
2023,2023-12-03,37,Estádio Jornalista Mário Filho,Rodrigo Jose Pereira de Lima,63148,78838,Flamengo,Cuiabá-MT,Tite,Toni Oliveira,3,12,9030,708,29.2,29,2,1,2,0,6,2,13,9,9,13,0,4,0,1,19,2,7,0
2023,2023-08-27,21,Ligga Arena,Raphael Claus,23630,,Athletico-PR,Fluminense,Wesley Carvalho,Fernando Diniz,7,5,4845,2715,26.5,27.6,2,2,1,0,2,8,9,15,13,9,8,2,1,4,10,23,4,5
2023,2023-10-20,27,Estádio Governador Magalhães Pinto,Rafael Rodrigo Klein,37073,,Cruzeiro,Flamengo,Zé Ricardo,Tite,15,3,2025,7550,28.1,28.7,0,2,0,2,9,3,20,11,11,19,0,5,3,1,12,9,4,6
2023,2023-09-16,23,Estádio Olímpico Nilton Santos,Raphael Claus,35850,38659,Vasco da Gama,Fluminense,Ramón Díaz,Fernando Diniz,17,6,2975,5240,27.2,28.8,4,2,1,0,4,11,12,7,7,12,6,0,0,1,9,19,4,6
2023,2023-04-25,2,Arena Fonte Nova,Raphael Claus,27427,47364,EC Bahia,Botafogo,Renato Paiva,Luís Castro,18,2,2115,2050,26.4,29.4,1,2,1,1,6,3,18,9,9,16,1,4,0,5,13,5,3,2
2023,2023-06-10,10,Arena Fonte Nova,Rodrigo Jose Pereira de Lima,34019,47364,EC Bahia,Cruzeiro,Renato Paiva,Pepa,15,9,2515,1910,27.8,28.4,2,2,1,2,6,5,15,9,9,14,5,3,8,5,14,15,3,6
2023,2023-07-01,13,Arena Fonte Nova,Marcelo de Lima Henrique  ,34090,47364,EC Bahia,Grêmio,Renato Paiva,Renato Portaluppi,15,2,2905,2720,26.7,28.1,1,2,1,1,7,2,21,11,9,20,5,3,0,6,16,14,7,5
2023,2023-09-19,24,Arena Fonte Nova,Ramon Abatti,41431,47364,EC Bahia,Santos,Rogério Ceni,Marcelo Fernandes,17,18,2860,4060,28.7,27.1,1,2,0,0,6,8,13,13,12,13,5,4,2,2,19,16,11,5
2023,2023-07-23,16,Estádio São Januário,Paulo Cesar Zanovelli,0,24584,Vasco da Gama,Athletico-PR,Ramón Díaz,Wesley Carvalho,19,5,2955,5300,25.4,25.7,0,2,0,0,8,2,19,21,21,19,0,2,2,1,18,9,10,6
2023,2023-10-27,29,Estádio São Januário,Luiz Flávio de Oliveira ,20098,24584,Vasco da Gama,Internacional,Ramón Díaz,Eduardo Coudet,18,11,2740,4945,28.2,29.5,1,2,0,1,7,1,17,14,13,17,3,4,1,3,15,9,7,2
2023,2023-12-02,37,Neo Química Arena ,Caio Max Augusto Vieira,40583,49205,Corinthians,Internacional,Mano Menezes,Eduardo Coudet,13,9,2150,3785,30.9,30.6,1,2,0,1,5,4,4,13,11,3,1,1,2,1,9,11,4,7
2023,2023-05-20,7,Estádio Major Antônio Couto Pereira,Rodrigo Jose Pereira de Lima,20047,40502,Coritiba FC,Atlético-MG,Antônio Carlos Zago,Eduardo Coudet,20,4,1890,2590,28.1,30.4,1,2,1,1,5,7,20,17,16,20,6,3,2,1,10,19,6,4
2023,2023-10-22,28,Estádio Major Antônio Couto Pereira,Rafael Rodrigo Klein,19387,40502,Coritiba FC,Palmeiras,Thiago Kosloski,Abel Ferreira,19,4,1555,6500,29.6,28.4,0,2,0,2,3,6,13,18,17,13,4,2,2,2,13,19,5,8
2023,2023-11-02,31,Estádio Major Antônio Couto Pereira,Marcelo de Lima Henrique  ,24308,40502,Coritiba FC,Grêmio,Thiago Kosloski,Renato Portaluppi,19,4,1285,2715,28.7,30.7,1,2,0,1,6,11,11,7,7,9,2,1,0,0,13,19,8,9
2023,2023-12-07,38,Estádio Major Antônio Couto Pereira,Jonathan Benkenstein Pinheiro,0,40502,Coritiba FC,Corinthians,Guto Ferreira,Mano Menezes,19,13,1165,3740,24.6,26.8,0,2,0,2,6,6,17,12,11,16,4,5,0,1,13,13,5,6
2023,2023-10-08,26,Estádio Jornalista Mário Filho,Leandro Pedro Vuaden,45193,82238,Fluminense,Botafogo,Fernando Diniz,Lúcio Flávio,7,1,4610,2580,30.9,30.5,0,2,0,2,3,2,15,14,13,14,3,5,3,1,19,12,8,5
2023,2023-09-03,22,Estádio Olímpico Nilton Santos,Raphael Claus,40769,46931,Botafogo,Flamengo,Bruno Lage,Jorge Sampaoli,1,4,2940,7700,28.9,25.9,1,2,1,1,12,6,14,8,7,13,3,5,1,2,17,12,7,4
2023,2023-05-20,7,Estádio Cícero Pompeu de Toledo,Leandro Pedro Vuaden,57399,72039,São Paulo,Vasco da Gama,Dorival Júnior,Maurício Barbieri,8,17,3410,3490,26.8,24.5,4,2,2,1,3,9,9,16,15,8,2,3,0,1,15,17,4,6
2023,2023-06-11,10,Estádio Cícero Pompeu de Toledo,Raphael Claus,56871,72039,São Paulo,Palmeiras,Dorival Júnior,Abel Ferreira,8,2,2550,7480,28.4,28,0,2,0,1,8,3,15,17,16,15,2,6,0,2,26,10,11,1
2023,2023-08-06,18,Estádio Cícero Pompeu de Toledo,Rodrigo Jose Pereira de Lima,53460,72039,São Paulo,Atlético-MG,Dorival Júnior,Luiz Felipe Scolari,9,10,3810,4065,26.7,29,0,2,0,1,9,3,16,17,16,15,0,3,6,1,18,8,9,3
2023,2023-09-21,24,Estádio Cícero Pompeu de Toledo,Yuri Elino Ferreira da Cruz,24777,72039,São Paulo,Fortaleza,Dorival Júnior,Juan Pablo Vojvoda,10,8,2830,1135,26.1,30.8,1,2,0,1,9,0,21,14,14,20,2,6,0,0,13,7,6,3
2023,2023-07-09,14,Arena do Grêmio,Flavio Rodrigues de Souza,47029,60540,Grêmio,Botafogo,Renato Portaluppi,Cláudio Caçapa,3,1,2790,2510,29.1,28.4,0,2,0,0,10,2,8,13,10,8,4,4,1,1,22,15,11,5
2023,2023-10-19,27,Arena do Grêmio,Luiz Flávio de Oliveira ,24679,60540,Grêmio,Athletico-PR,Renato Portaluppi,Wesley Carvalho,4,6,2265,3130,30,27.4,1,2,1,1,4,8,9,13,12,8,5,4,1,1,11,20,4,8
2023,2023-10-26,29,Arena do Grêmio,Rodrigo Jose Pereira de Lima,22325,60540,Grêmio,Flamengo,Renato Portaluppi,Tite,6,4,2325,9850,29.1,27.4,3,2,0,1,6,1,14,16,16,12,2,1,0,0,11,8,3,4
2023,2023-05-14,6,Ligga Arena,Flavio Rodrigues de Souza,31252,42372,Athletico-PR,Coritiba FC,Paulo Turra,Antônio Carlos Zago,5,19,5355,1720,26.9,28.6,3,2,0,1,4,1,9,12,12,9,1,4,1,1,26,7,15,2
2023,2023-05-27,8,Ligga Arena,Savio Pereira Sampaio,25966,42372,Athletico-PR,Grêmio,Paulo Turra,Renato Portaluppi,11,5,4575,1100,26.6,27.2,1,2,1,1,10,5,14,15,15,13,2,3,1,2,16,10,7,4
2023,2023-07-02,13,Ligga Arena,Jean Pierre Goncalves Lima,33118,42372,Athletico-PR,Palmeiras,Wesley Carvalho,Abel Ferreira,9,4,4840,5075,25.4,23.8,2,2,0,1,7,2,20,9,8,20,3,3,1,4,27,10,16,3
2023,2023-10-26,29,Ligga Arena,Anderson Daronco,20672,42372,Athletico-PR,América-MG,Wesley Carvalho,Fabián Bustos,5,20,3130,875,27.4,30.1,3,2,3,1,14,5,14,14,14,14,4,5,3,0,22,12,8,2
2023,2023-11-02,31,Estádio Nacional de Brasília Mané Garrincha,Rafael Rodrigo Klein,64708,72838,Flamengo,Santos,Tite,Marcelo Fernandes,5,16,9300,2540,27.2,27.7,1,2,1,1,1,6,13,16,16,11,3,3,0,2,8,15,2,6
2023,2023-04-16,1,Estádio Governador Magalhães Pinto,Raphael Claus,34980,57483,Atlético-MG,Vasco da Gama,Eduardo Coudet,Maurício Barbieri,16,8,4650,4970,28.5,25.4,1,2,1,2,14,3,15,10,9,15,1,9,2,2,26,7,7,1
2023,2023-07-02,13,Estádio Governador Magalhães Pinto,Wilton Sampaio,34507,57483,Atlético-MG,América-MG,Luiz Felipe Scolari,Vagner Mancini,10,19,4480,975,30.4,30.1,2,2,2,0,4,7,16,20,19,15,3,3,1,2,12,23,2,9
2023,2023-04-29,3,Estádio Urbano Caldeira,Anderson Daronco,11844,20120,Santos,América-MG,Odair Hellmann,Vagner Mancini,11,20,4110,1515,26.5,29.8,3,2,2,1,2,6,19,16,15,18,6,3,0,1,12,19,4,7
2023,2023-06-22,11,Estádio Urbano Caldeira,Leandro Pedro Vuaden,12499,20120,Santos,Corinthians,Odair Hellmann,Vanderlei Luxemburgo,13,15,3590,4375,27.3,26.9,0,2,0,2,5,2,17,14,12,15,2,4,0,1,12,9,5,5
2023,2023-07-23,16,Estádio Urbano Caldeira,Ramon Abatti,0,20120,Santos,Botafogo,Paulo Turra,Bruno Lage,15,1,3560,2490,27.5,28.5,2,2,1,0,2,8,23,20,20,23,4,0,1,0,7,18,3,6
2023,2023-12-07,38,Estádio Urbano Caldeira,Leandro Pedro Vuaden,14130,20120,Santos,Fortaleza,Marcelo Fernandes,Juan Pablo Vojvoda,17,10,4070,1295,28.7,30.5,1,2,0,1,10,6,15,9,8,15,5,5,4,2,15,14,4,4
2023,2023-05-11,5,Estádio Nabi Abi Chedid,Rafael Rodrigo Klein,2909,13212,RB Bragantino,América-MG,Pedro Caixinha,Vagner Mancini,15,20,3330,930,25.8,31,2,2,2,1,5,4,16,17,17,15,1,7,3,2,20,10,5,2
2023,2023-07-29,17,Estádio Beira-Rio,Matheus Delgado Candançan,32020,50848,Internacional,Cuiabá-MT,Eduardo Coudet,Toni Oliveira,12,9,4695,920,30.1,29,1,2,1,1,7,5,14,11,10,13,3,3,2,1,17,12,7,4
2023,2023-08-05,18,Estádio Beira-Rio,Wagner do Nascimento Magalhães,22509,50848,Internacional,Corinthians,Eduardo Coudet,Vanderlei Luxemburgo,12,14,2680,3880,28.3,28.6,2,2,1,1,1,4,18,7,7,16,1,2,0,2,15,9,6,5
2023,2023-10-01,25,Estádio Beira-Rio,Ramon Abatti,23937,50848,Internacional,Atlético-MG,Eduardo Coudet,Luiz Felipe Scolari,14,7,890,4240,27.7,29.9,0,2,0,0,4,4,17,11,11,15,3,4,0,1,15,8,7,3
2023,2023-10-08,26,Estádio Beira-Rio,Paulo Cesar Zanovelli,39133,50848,Internacional,Grêmio,Eduardo Coudet,Renato Portaluppi,12,3,4945,3535,29.4,29.5,3,2,1,0,4,1,15,9,9,15,0,4,5,4,16,8,7,1
2023,2023-10-26,29,Estádio Nabi Abi Chedid,Marcelo de Lima Henrique  ,5494,15010,RB Bragantino,Atlético-MG,Pedro Caixinha,Luiz Felipe Scolari,2,7,3390,4470,25.9,28.3,1,2,0,1,17,5,13,13,13,10,2,2,1,4,13,9,9,2
2023,2023-11-12,34,Estádio Nabi Abi Chedid,Anderson Daronco,9869,15010,RB Bragantino,Botafogo,Pedro Caixinha,Lúcio Flávio,5,2,3310,2580,25.1,30.6,2,2,1,2,7,3,12,16,16,12,2,5,0,3,25,11,13,3
2023,2023-12-01,36,Estádio Nabi Abi Chedid,Denis da Silva Ribeiro Serafim,4596,15010,RB Bragantino,Fortaleza,Pedro Caixinha,Juan Pablo Vojvoda,6,11,3110,1205,24.5,30.6,1,2,1,2,15,3,9,10,9,8,2,5,0,2,17,6,5,1
2023,2023-07-30,17,Estádio Raimundo Sampaio,Flavio Rodrigues de Souza,22441,24483,Atlético-MG,Flamengo,Luiz Felipe Scolari,Jorge Sampaoli,13,2,4990,6330,29.4,27.3,1,2,1,0,7,2,21,14,14,21,3,4,1,0,20,6,11,1
2023,2023-04-29,3,Estádio Governador Plácido Castelo,Raphael Claus,39943,60326,Fortaleza,Fluminense,Juan Pablo Vojvoda,Fernando Diniz,2,5,1435,3740,29.4,26.9,4,2,2,1,8,5,8,15,14,7,1,13,2,1,20,12,2,3
2023,2023-10-08,26,Estádio Governador Plácido Castelo,Bruno Arleu de Araújo,23830,60326,Fortaleza,América-MG,Juan Pablo Vojvoda,Fabián Bustos,6,20,1165,925,30.6,29.8,3,2,1,2,8,2,11,12,12,9,1,2,3,2,18,15,9,7
2023,2023-11-23,29,Estádio Governador Plácido Castelo,Ramon Abatti,25828,60326,Fortaleza,Botafogo,Juan Pablo Vojvoda,Tiago Nunes,9,1,1215,2580,30.4,30.6,2,2,2,1,4,5,17,19,17,16,0,2,2,0,15,9,5,6
2023,2023-11-05,32,Estádio Governador Plácido Castelo,Anderson Daronco,49324,60326,Fortaleza,Flamengo,Juan Pablo Vojvoda,Tite,9,5,1300,8530,30.9,28.4,0,2,0,1,4,3,9,11,11,9,3,4,5,0,18,7,9,1
2023,2023-11-26,35,Estádio Governador Plácido Castelo,André Luiz Skettino Policarpo Bento,40382,60326,Fortaleza,Palmeiras,Juan Pablo Vojvoda,Abel Ferreira,12,1,1205,8200,30.6,28.4,2,2,1,0,4,7,18,11,11,18,3,5,0,1,20,13,9,6
2023,2023-05-07,4,Estádio Raimundo Sampaio,Denis Ribeiro Serafim,5228,25000,América-MG,Cuiabá-MT,Vagner Mancini,Ivo Vieira,20,13,895,755,32,28.6,1,2,1,0,4,6,19,12,12,17,4,3,5,2,15,9,8,3
2023,2023-06-25,12,Estádio Raimundo Sampaio,Flavio Rodrigues de Souza,2249,25000,América-MG,Internacional,Vagner Mancini,Mano Menezes,19,6,830,1850,31,28.9,1,2,1,0,3,2,25,6,5,24,0,2,0,1,15,8,8,1
2023,2023-09-20,24,Estádio Raimundo Sampaio,Marcelo de Lima Henrique  ,2247,25000,América-MG,RB Bragantino,Fabián Bustos,Pedro Caixinha,19,4,730,2703,28.9,24,0,2,0,1,2,14,7,17,15,7,4,2,0,2,7,21,3,9
2023,2023-10-19,27,Estádio Raimundo Sampaio,Anderson Daronco,6230,25000,América-MG,Botafogo,Fabián Bustos,Lúcio Flávio,20,1,815,2850,30.9,29.3,1,2,1,1,12,1,6,15,14,6,0,4,4,0,24,6,14,3
2023,2023-12-03,37,Estádio Raimundo Sampaio,Marcelo de Lima Henrique  ,2471,25000,América-MG,EC Bahia,Diogo Giacomini,Rogério Ceni,20,17,645,2685,26.7,28,3,2,2,1,2,10,15,4,4,13,3,0,1,3,11,26,5,12
2023,2023-10-08,26,Arena MRV,Marcelo de Lima Henrique  ,38350,46000,Atlético-MG,Coritiba FC,Luiz Felipe Scolari,Thiago Kosloski,9,19,4360,1245,28.8,30,1,2,0,0,2,5,12,7,6,10,2,2,1,1,13,9,6,3
2023,2023-06-11,10,Estádio Serra Dourada,Leandro Pedro Vuaden,10260,14525,Goiás,Fluminense,Émerson Ávila,Fernando Diniz,17,5,1030,4680,28.8,27.8,2,2,1,1,6,7,15,23,23,15,2,7,5,1,22,14,9,5
2023,2023-07-04,13,Estádio Serra Dourada,Denis Ribeiro Serafim,10394,14525,Goiás,Coritiba FC,Armando Evangelista,Thiago Kosloski,17,20,1065,1610,28.5,26.7,1,2,0,2,7,2,20,24,22,18,6,5,1,1,18,13,6,3
2023,2023-11-02,31,Estádio Serra Dourada,Rodrigo Jose Pereira de Lima,10182,14525,Goiás,RB Bragantino,Armando Evangelista,Pedro Caixinha,18,3,1140,3410,29,25,0,2,0,1,10,7,18,18,18,18,5,5,5,1,20,23,9,10
2023,2023-05-11,5,Estádio Beira-Rio,Bruno Arleu de Araújo,13537,56000,Internacional,Athletico-PR,Mano Menezes,Paulo Turra,11,4,3750,4875,29.9,25.7,0,2,0,0,4,3,11,10,10,10,3,3,2,2,12,14,8,3
2023,2023-10-20,27,Allianz Parque,Bruno Arleu de Araújo,27718,43713,Palmeiras,Atlético-MG,Abel Ferreira,Luiz Felipe Scolari,5,7,10100,5200,27,28,0,2,0,1,7,2,17,19,17,15,1,4,2,2,12,13,6,7
2023,2023-04-30,3,Arena Pantanal,Bruno Arleu de Araújo,21385,42968,Cuiabá-MT,Grêmio,Ivo Vieira,Renato Portaluppi,18,7,670,2320,29.4,29.1,1,2,1,1,7,5,15,11,11,14,4,3,2,2,15,12,4,4
2023,2023-08-19,20,Arena Pantanal,André Luiz Skettino Policarpo Bento,19115,42968,Cuiabá-MT,Palmeiras,Toni Oliveira,Abel Ferreira,9,2,920,6650,29.2,27.5,0,2,0,1,9,2,17,18,18,16,3,2,2,1,13,18,6,8
2023,2023-09-16,23,Arena Pantanal,Bruno Arleu de Araújo,8509,42968,Cuiabá-MT,América-MG,Toni Oliveira,Fabián Bustos,11,19,920,635,29,29.4,2,2,2,2,9,1,11,18,17,11,1,6,3,1,20,7,6,3
2023,2023-11-02,31,Arena Pantanal,Ramon Abatti,27604,42968,Cuiabá-MT,Vasco da Gama,Toni Oliveira,Ramón Díaz,11,17,1020,2745,27.7,26.5,0,2,0,0,5,1,13,10,9,11,1,2,0,2,13,10,6,6
2023,2023-11-30,36,Arena Pantanal,Dyorgines Jose Padovani,12527,42968,Cuiabá-MT,Internacional,Toni Oliveira,Eduardo Coudet,12,10,723,4215,29,29.5,0,2,0,0,2,5,13,12,12,13,2,1,1,1,10,12,7,3
2023,2023-06-11,10,Estádio Governador Magalhães Pinto,João Vitor Gobi,5902,55000,América-MG,Athletico-PR,Vagner Mancini,Paulo Turra,18,7,835,4695,30.4,25.9,2,2,0,1,7,3,19,10,8,19,2,10,1,1,21,9,5,5
2023,2023-05-11,5,Estádio Governador Magalhães Pinto,Flavio Rodrigues de Souza,51846,61927,Cruzeiro,Fluminense,Pepa,Fernando Diniz,5,3,1910,4075,28.3,30.1,0,2,0,1,16,3,14,10,10,14,4,5,1,3,27,11,12,2
2023,2023-11-05,32,Estádio Governador Magalhães Pinto,Matheus Delgado Candançan,36801,61927,Cruzeiro,Internacional,Zé Ricardo,Eduardo Coudet,13,11,2305,4955,29.1,29.4,1,2,0,1,8,1,9,10,9,9,1,4,2,0,20,9,10,5
2023,2023-11-22,33,Estádio Governador Magalhães Pinto,Leandro Pedro Vuaden,0,61927,Cruzeiro,Vasco da Gama,Paulo Autuori,Ramón Díaz,14,16,2455,2605,28,28.4,2,2,2,1,7,5,12,9,8,12,2,2,3,6,14,9,7,5
2023,2023-10-08,26,Arena Barueri,Flavio Rodrigues de Souza,17049,32500,Palmeiras,Santos,Abel Ferreira,Marcelo Fernandes,4,15,10100,4260,27,26.3,1,2,1,1,6,2,8,11,10,7,8,5,7,1,25,12,13,2
2023,2023-04-23,2,Estádio Jornalista Mário Filho,Rafael Rodrigo Klein,59867,78584,Vasco da Gama,Palmeiras,Maurício Barbieri,Abel Ferreira,5,4,4970,6720,25.5,26.6,2,2,2,1,2,5,19,15,14,18,5,1,0,0,11,13,4,5
2023,2023-04-30,3,Estádio Jornalista Mário Filho,Edina Alves Batista,53138,,Flamengo,Botafogo,Jorge Sampaoli,Luís Castro,13,1,7895,2100,28.3,30.3,2,3,0,2,7,2,14,12,12,13,3,11,3,1,24,12,8,3
2023,2023-05-13,6,Arena Fonte Nova,Paulo Cesar Zanovelli,48502,,EC Bahia,Flamengo,Renato Paiva,Jorge Sampaoli,14,9,2195,8055,26.2,26,2,3,1,3,10,4,16,13,11,16,1,4,0,5,20,14,11,7
2023,2023-11-10,33,Arena Fonte Nova,Felipe Fernandes,33931,47364,EC Bahia,Cuiabá-MT,Rogério Ceni,Toni Oliveira,17,10,2755,723,28.3,28.9,0,3,0,1,7,4,10,23,21,9,3,4,0,3,15,11,5,2
2023,2023-11-26,35,Estádio Municipal Parque do Sabiá,Rodrigo Jose Pereira de Lima,39900,53000,América-MG,Flamengo,Diogo Giacomini,Tite,20,2,820,9950,29.5,27.9,0,3,0,1,3,7,9,13,13,9,5,1,0,0,11,24,7,8
2023,2023-04-23,2,Estádio Major Antônio Couto Pereira,Wilton Sampaio,24423,40502,Coritiba FC,Fortaleza,Leonardo Galbes,Juan Pablo Vojvoda,19,3,1665,1315,27,29.6,0,3,0,0,3,7,9,10,10,9,6,7,2,2,18,16,7,4
2023,2023-08-20,20,Estádio Major Antônio Couto Pereira,Raphael Claus,31851,40502,Coritiba FC,Flamengo,Thiago Kosloski,Jorge Sampaoli,19,3,1615,7630,28.5,27.2,2,3,1,2,4,5,10,10,9,10,1,2,2,0,15,17,7,8
2023,2023-10-19,27,Estádio Major Antônio Couto Pereira,Denis Ribeiro Serafim,20873,40502,Coritiba FC,Cuiabá-MT,Thiago Kosloski,Toni Oliveira,19,10,1640,975,28,28.2,0,3,0,1,4,4,14,11,9,14,3,3,2,2,19,8,10,1
2023,2023-10-20,27,Estádio Jornalista Mário Filho,Paulo Cesar Zanovelli,36916,82238,Fluminense,Corinthians,Fernando Diniz,Mano Menezes,9,13,3375,4050,32.4,28.8,3,3,1,3,15,1,15,15,14,15,0,7,2,2,24,7,8,4
2023,2023-12-07,38,Estádio Jornalista Mário Filho,Raphael Claus,44190,82238,Fluminense,Grêmio,Fernando Diniz,Renato Portaluppi,7,2,4425,2950,31.5,29.1,2,3,1,2,7,3,12,12,10,12,2,5,0,0,23,12,12,4
2023,2023-10-26,29,Estádio General Sylvio Raulino de Oliveira,Leandro Pedro Vuaden,4793,18238,Fluminense,Goiás,Fernando Diniz,Armando Evangelista,8,17,4025,840,32.3,29.1,5,3,2,2,6,1,14,21,21,13,1,3,3,1,20,9,7,3
2023,2023-09-14,23,Estádio Estadual Kléber José de Andrade,Rafael Rodrigo Klein,20670,21838,Flamengo,Athletico-PR,Jorge Sampaoli,Wesley Carvalho,4,7,8800,2070,26.1,26.6,0,3,0,1,8,2,12,19,18,12,6,4,4,0,13,15,2,2
2023,2023-05-07,4,Arena do Grêmio,Paulo Cesar Zanovelli,23760,60540,Grêmio,RB Bragantino,Renato Portaluppi,Pedro Caixinha,7,12,2160,2900,28,24.2,3,3,1,1,4,7,9,20,18,7,5,0,3,2,11,21,4,6
2023,2023-07-29,17,Ligga Arena,Yuri Elino Ferreira da Cruz,22730,42372,Athletico-PR,Cruzeiro,Wesley Carvalho,Pepa,7,10,5580,2125,26.8,28.6,3,3,1,2,7,5,16,23,23,15,2,3,1,1,15,14,6,5
2023,2023-06-25,12,Estádio Urbano Caldeira,Wilton Sampaio,0,20120,Santos,Flamengo,Claudiomiro,Jorge Sampaoli,13,3,3590,7460,27,26,2,3,1,1,2,7,14,11,10,14,1,4,2,1,12,10,4,1
